描述,title,name,dialog,select_text
2593,,,僕の提案にノーリスさんの目は輝いたが、\nすぐさまいつも通りの冷静な彼女に戻った。,
2594,,ノーリス,そ、そう。なら、お願いするわ……,
2595,,,そう言って、彼女は目線をローズティーに戻した。,
2596,,ノーリス,良い匂い……\nさっきはじっくり見られなかったけど、\nバラの花もこんなに良い匂いなのかしら？,
2597,,華陀,ふふっ、ローズティーなんかより、\nもっと良い匂いがするわよ。,
2598,,華陀,じゃあ、そうね。収穫から花びらの乾かし方、\nローズティーの淹れ方まで教えるわね。,
2599,,華陀,一年に一度の花期を逃したら、\n次はまた来年になっちゃうわ。,
2600,,ノーリス,年に一度……南には色んな季節があるのね……,
2601,,華陀,そうよ。\n学園にいるだけでも、四季を感じられるわ。,
2602,,*,後で春の学園を案内してあげるね！,
2603,,*,あそこにいるのは許褚さん、\nガーデニングが趣味の子だよ。,
2604,,ノーリス,ガーデニング……,
2605,,*,あの子、もしかしたら前世は植物かもってぐらい、\n植物が大好きなんだ。,
2606,,華陀,ふふっ。\nあの子は植物にも話しかける優しい子なのよ。,
2607,,許褚,うん？華佗先生！,
2608,,華陀,こんにちは、今日も元気ね。,
2609,,,許褚は華佗先生の挨拶に軽く答えると、\nノーリスに目を向けた。,
2610,,許褚,ん？誰、この子？\nきれいにおめかしなんかして、どっかのお嬢様？,
2611,,ノーリス,私はノーリス。\nお嬢様ではなくて、北の女王よ。,
2612,,許褚,ふーん、そうなんだ。\nま、自称系はうちの学園にたくさんいるからね～。,
2613,,華陀,こらこら、初対面の人にはもっと優しくしなさい。,
2614,,許褚,ちょっとからかっただけだもん～。,
2615,,ノーリス,安心して。長居はしないわ。,
2616,,許褚,ん？新入生じゃないんだ？,
2617,,ノーリス,新入生……か……,
2618,,華陀,ノーリスさんは今、学園の見学中なのよ。\nでもまぁ……いつかは、ね？,
2619,,,少し戸惑っているノーリスのために、\n華佗先生が優しく返答してくれた。,
2620,,ノーリス,そう、ね……とりあえず、\n今日はローズティーの作り方を学んで帰るわ。,
2621,,華陀,ふふっ、ノーリスさんなら\nきっとすぐにできると思うわ。,
2622,,,華佗先生の言葉に、\nノーリスは軽く微笑んだ。,
2623,,ノーリス,ありがとうございます、先生。,
2624,,,その年、バラの花期が終了すると共に、\nノーリスはローズティーの作り方を\n完璧にマスターして北へ帰って行った。,
2625,,,次に会う約束をしなかった僕らが、\n果たしてまた会う日が来るのだろうか……,
2626,,,なんて思っていた僕をよそに、\n翌年の春、\n彼女はまたトナカイの群れと共に現れた。,
2627,,華陀,あら、ノーリスさんじゃない！\nお久しぶりね。,
2628,,ノーリス,華佗先生……その、今年もまたトナカイの群れが\nこちらまで来てしまって……それで、その……,
2629,,華陀,ふふっ、歓迎するわ。\nもうローズティーは切れちゃったかしら？,
2630,,華陀,……ノーリスさんさえ良ければ、\nこの学園に籍を入れてもいいのよ？,
2631,,,ノーリスは、その言葉に目を輝かせたが、\nすぐにまた、いつもの表情に戻った。,
2632,,華陀,ふふっ、答えを急ぐ必要なんてないわ。\nさぁ、およそ一年ぶりのお姉さんのお茶よ。,
2633,,,華佗先生はそう言いながら、\n笑顔でノーリスにローズティーを渡した。,
2634,,ノーリス,これは……確かにローズティーだけど、\n前のものと少し味と香りが違うわ……\nあっ、いい意味でよ？でも、なんでかしら？,
2635,,華陀,ふふっ、知りたい？\n今年もたくさん学んで帰るといいわ。,
2636,,華陀,ノーリスさんならきっとできるわよ。,
2637,,華陀,他にも色んなお茶の作り方、\n教えてあげるからね～。,
2638,,ノーリス,よろしくお願いします……先生。,
2639,,華陀,ふふっ、頑張りましょうね。,
2640,,ノーリス,あと、その……,
2641,,華陀,ん？,
2642,,ノーリス,学園に入学するのは\nやはり私の立場的に難しいので……\nその、できればでいいのだけれど……,
2643,,ノーリス,ま、毎年、春になったら学園を訪ねても……\nその、いい、でしょうか？,
2644,,*,もちろんさ！\nノーリスさんのこと、みんな歓迎するよ！,
2645,,,この要求を予想していたのか、\n華佗先生はただ微笑むだけだった。,
2646,,華陀,ええ、もちろん歓迎するわ。,
2647,,華陀,そうね、今はそうしておきましょう。,
2648,,*,ん？華佗先生、やっぱりなにか知ってます？,
2649,,華陀,うふふ、それはまだ内緒、ね？,
2650,,,そう言って華佗先生は、ノーリスの方を見た。,
2651,,華陀,女の子には秘密がたくさんあるのよ。\nだからノーリスさんから言ってくれるまで、\n気長に、ね？,
2652,,ノーリス,……,
2653,,,そしてまた春がやって来た。\n例年より遅かったが、\n今年もノーリスさんが約束通り学園を訪れた。,
2654,,,華佗先生が言うノーリスさんの秘密について、\n結局僕は今も分からない。,
2655,,,でも、たとえどんなことであろうと、,
2656,,,皆の先輩として、僕は受け入れてみようと思う。,
2657,,*,やあ、ノーリスさん！\n今年はいつもよりちょっと遅かったね？,
2658,,ノーリス,ええ、少しトラブルがあって……,
2659,,*,トラブル？それは大丈夫なの？,
2660,,*,僕と華佗先生も協力するから、\n何があったのか教えてくれないかな？,
2661,,,その時、華佗先生がポツリと一言呟いた。,
2662,,華陀,そろそろ限界のようね……？,
2663,,ノーリス,あなたは、やはり全部知っているのね。,
2664,,華陀,全部は知らないわ、噂程度よ。,
2665,,,華佗先生は軽くノーリスに微笑んだ。,
2666,,ノーリス,私は、これでも女王よ……\n少なくともそう自負しているわ……,
2667,,華陀,ええ、分かっているわ。,
2668,,華陀,でも、その重荷を一人で抱える必要なんてないわ。,
2669,,,そう言って、華佗先生はノーリスの手を取った。,
2670,,華陀,何があったのか、言ってごらんなさい。,
2671,,ノーリス,……極地の氷河と氷山が溶け続けているの……\n何度も私の力で止めようとしたけれど、\nやはりどうしようもできないわ……,
2672,,ノーリス,動物たちも、次々と別の場所へ移動し始めたわ……,
2673,,*,だから、トナカイが毎年ここに……？,
2674,,*,でも、だとしたら、\nなぜトナカイたちを連れ帰ろうとしたの？,
2675,,ノーリス,……,
2676,,,僕のその問いかけに、\nノーリスは無言でうなだれた。,
2677,,,やばい……何か失言した！？,
2678,,華陀,トナカイたちは、本当は帰りたくなかったのね？,
2679,,華陀,そして、あなたもそろそろ一人であることに、\n限界を感じている……そういうことね？,
2680,,ノーリス,しかしこれも、\n女王である私が受け止めないといけないこと……\n例えそれが、今はなき王国だとしても……,
2681,,,ノーリスの声は少し震えていたけれど、,
2682,,,その表情は毅然としていた。,
2683,,,今はなき王国……\n薄々彼女が背負うものは尋常じゃないことには\n気づいていたけれど、これは想像以上に重たいな。,
2684,,,そんな場所に、彼女はずっと一人で……？,
2685,,,ただ、華佗先生はこの状況も予見していたのか、\n隣でやはり微笑むだけだった。,
2686,,華陀,そんな頑張りやさんに、\nお姉さんからのプレゼントよ。,
2687,,ノーリス,プレ、ゼント……？,
2688,,華陀,はい、これはね、\n広い範囲の温度を下げられる魂器よ。,
2689,,ノーリス,えっ！？,
2690,,華陀,私の推測だけど、これをノーリスさんの宮殿に\n収めると氷が溶けなくなる……まではいかなくとも\n溶ける速度がかなり遅くなるはずよ。,
