id,lv,next_id,pet_skill_id,cost,restore,effect,icon
9012035,35,9012036,9012001,1#1739338|27#427,27#6253|26#2100,hp#50400|atk#2190|armP#0.21,pet_skill_9012
9012036,36,9012037,9012001,1#1779338|27#470,27#6680|26#2100,hp#53760|atk#2238|armP#0.21,pet_skill_9012
9012037,37,9012038,9012001,1#1819338|27#517,27#7150|26#2100,hp#57120|atk#2286|armP#0.21,pet_skill_9012
9012038,38,9012039,9012001,1#1859338|27#569,27#7667|26#2100,hp#60480|atk#2334|armP#0.22,pet_skill_9012
9012039,39,9012040,9012001,1#1899338|27#626,27#8236|26#2100,hp#63840|atk#2382|armP#0.22,pet_skill_9012
9012040,40,9012041,9012001,1#1939338|27#689,27#8862|26#2100,hp#67200|atk#2430|armP#0.22,pet_skill_9012
9012041,41,9012042,9012001,1#1979338|27#758,27#9551|26#2100,hp#70560|atk#2478|armP#0.22,pet_skill_9012
9012042,42,9012043,9012001,1#2019338|27#834,27#10309|26#2100,hp#73920|atk#2526|armP#0.23,pet_skill_9012
9012043,43,9012044,9012001,1#2059338|27#917,27#11143|26#2100,hp#77280|atk#2574|armP#0.23,pet_skill_9012
9012044,44,9012045,9012001,1#2099338|27#1009,27#12060|26#2100,hp#80640|atk#2622|armP#0.23,pet_skill_9012
9012045,45,9012046,9012001,1#2139338|27#1110,27#13069|26#2100,hp#84000|atk#2670|armP#0.23,pet_skill_9012
9012046,46,9012047,9012001,1#2179338|27#1221,27#14179|26#2100,hp#87360|atk#2718|armP#0.24,pet_skill_9012
9012047,47,9012048,9012001,1#2219338|27#1343,27#15400|26#2100,hp#90720|atk#2766|armP#0.24,pet_skill_9012
9012048,48,9012049,9012001,1#2259338|27#1477,27#16743|26#2100,hp#94080|atk#2814|armP#0.24,pet_skill_9012
9012049,49,9012050,9012001,1#2299338|27#1625,27#18220|26#2100,hp#97440|atk#2862|armP#0.24,pet_skill_9012
9012050,50,0,9012001,,27#19845|26#2100,hp#100800|atk#2910|armP#0.25,pet_skill_9012
9013001,1,9013002,9013001,1#932187|27#158,27#0|26#4100,hp#1867|atk#109|unCrit#20,pet_skill_9013
9013002,2,9013003,9013001,1#966713|27#164,27#158|26#4100,hp#3734|atk#218|unCrit#20,pet_skill_9013
9013003,3,9013004,9013001,1#1001238|27#171,27#322|26#4100,hp#5601|atk#327|unCrit#20,pet_skill_9013
9013004,4,9013005,9013001,1#1063757|27#176,27#493|26#4100,hp#7468|atk#436|unCrit#40,pet_skill_9013
9013005,5,9013006,9013001,1#1099216|27#181,27#669|26#4100,hp#9335|atk#545|unCrit#40,pet_skill_9013
9013006,6,9013007,9013001,1#1164534|27#188,27#850|26#4100,hp#11202|atk#654|unCrit#40,pet_skill_9013
9013007,7,9013008,9013001,1#1200926|27#194,27#1038|26#4100,hp#13069|atk#763|unCrit#60,pet_skill_9013
9013008,8,9013009,9013001,1#1237318|27#199,27#1232|26#4100,hp#14936|atk#872|unCrit#60,pet_skill_9013
9013009,9,9013010,9013001,1#1306368|27#206,27#1431|26#4100,hp#16803|atk#981|unCrit#60,pet_skill_9013
9013010,10,9013011,9013001,1#1343693|27#211,27#1637|26#4100,hp#18670|atk#1090|unCrit#80,pet_skill_9013
9013011,11,9013012,9013001,1#1415544|27#216,27#1848|26#4100,hp#20537|atk#1199|unCrit#80,pet_skill_9013
9013012,12,9013013,9013001,1#1453801|27#223,27#2064|26#4100,hp#22404|atk#1308|unCrit#80,pet_skill_9013
9013013,13,9013014,9013001,1#1492059|27#229,27#2287|26#4100,hp#24271|atk#1417|unCrit#100,pet_skill_9013
9013014,14,9013015,9013001,1#1567642|27#234,27#2516|26#4100,hp#26138|atk#1526|unCrit#100,pet_skill_9013
9013015,15,9013016,9013001,1#1606833|27#241,27#2750|26#4100,hp#28005|atk#1635|unCrit#100,pet_skill_9013
9013016,16,9013017,9013001,1#1685215|27#246,27#2991|26#4100,hp#29872|atk#1744|unCrit#120,pet_skill_9013
9013017,17,9013018,9013001,1#1725339|27#252,27#3237|26#4100,hp#31739|atk#1853|unCrit#120,pet_skill_9013
9013018,18,9013019,9013001,1#1765464|27#258,27#3489|26#4100,hp#33606|atk#1962|unCrit#120,pet_skill_9013
9013019,19,9013020,9013001,1#1847578|27#264,27#3747|26#4100,hp#35473|atk#2071|unCrit#140,pet_skill_9013
9013020,20,9013021,9013001,1#1888635|27#269,27#4011|26#4100,hp#37340|atk#2180|unCrit#140,pet_skill_9013
9013021,21,9013022,9013001,1#1973549|27#276,27#4280|26#4100,hp#39207|atk#2289|unCrit#140,pet_skill_9013
9013022,22,9013023,9013001,1#2015540|27#281,27#4556|26#4100,hp#41074|atk#2398|unCrit#160,pet_skill_9013
9013023,23,9013024,9013001,1#2057530|27#287,27#4837|26#4100,hp#42941|atk#2507|unCrit#160,pet_skill_9013
9013024,24,9013025,9013001,1#2146176|27#292,27#5124|26#4100,hp#44808|atk#2616|unCrit#160,pet_skill_9013
9013025,25,9013026,9013001,1#2189100|27#299,27#5416|26#4100,hp#46675|atk#2725|unCrit#180,pet_skill_9013
9013026,26,9013027,9013001,1#2280546|27#304,27#5715|26#4100,hp#48542|atk#2834|unCrit#180,pet_skill_9013
9013027,27,9013028,9013001,1#2324402|27#310,27#6019|26#4100,hp#50409|atk#2943|unCrit#180,pet_skill_9013
9013028,28,9013029,9013001,1#2368259|27#316,27#6329|26#4100,hp#52276|atk#3052|unCrit#200,pet_skill_9013
9013029,29,9013030,9013001,1#2463437|27#322,27#6645|26#4100,hp#54143|atk#3161|unCrit#200,pet_skill_9013
9013030,30,9013031,9013001,1#2518437|27#354,27#6967|26#4100,hp#56010|atk#3270|unCrit#200,pet_skill_9013
9013031,31,9013032,9013001,1#2573437|27#389,27#7321|26#4100,hp#61611|atk#3351|unCrit#200,pet_skill_9013
9013032,32,9013033,9013001,1#2628437|27#428,27#7710|26#4100,hp#67212|atk#3432|unCrit#200,pet_skill_9013
9013033,33,9013034,9013001,1#2683437|27#471,27#8138|26#4100,hp#72813|atk#3513|unCrit#200,pet_skill_9013
9013034,34,9013035,9013001,1#2738437|27#518,27#8609|26#4100,hp#78414|atk#3594|unCrit#220,pet_skill_9013
9013035,35,9013036,9013001,1#2793437|27#570,27#9127|26#4100,hp#84015|atk#3675|unCrit#220,pet_skill_9013
9013036,36,9013037,9013001,1#2848437|27#627,27#9697|26#4100,hp#89616|atk#3756|unCrit#220,pet_skill_9013
9013037,37,9013038,9013001,1#2903437|27#690,27#10324|26#4100,hp#95217|atk#3837|unCrit#220,pet_skill_9013
9013038,38,9013039,9013001,1#2958437|27#759,27#11014|26#4100,hp#100818|atk#3918|unCrit#240,pet_skill_9013
9013039,39,9013040,9013001,1#3013437|27#835,27#11773|26#4100,hp#106419|atk#3999|unCrit#240,pet_skill_9013
9013040,40,9013041,9013001,1#3068437|27#919,27#12608|26#4100,hp#112020|atk#4080|unCrit#240,pet_skill_9013
9013041,41,9013042,9013001,1#3123437|27#1011,27#13527|26#4100,hp#117621|atk#4161|unCrit#240,pet_skill_9013
9013042,42,9013043,9013001,1#3178437|27#1112,27#14538|26#4100,hp#123222|atk#4242|unCrit#260,pet_skill_9013
9013043,43,9013044,9013001,1#3233437|27#1223,27#15650|26#4100,hp#128823|atk#4323|unCrit#260,pet_skill_9013
9013044,44,9013045,9013001,1#3288437|27#1345,27#16873|26#4100,hp#134424|atk#4404|unCrit#260,pet_skill_9013
9013045,45,9013046,9013001,1#3343437|27#1480,27#18218|26#4100,hp#140025|atk#4485|unCrit#260,pet_skill_9013
9013046,46,9013047,9013001,1#3398437|27#1628,27#19698|26#4100,hp#145626|atk#4566|unCrit#280,pet_skill_9013
9013047,47,9013048,9013001,1#3453437|27#1791,27#21326|26#4100,hp#151227|atk#4647|unCrit#280,pet_skill_9013
9013048,48,9013049,9013001,1#3508437|27#1970,27#23117|26#4100,hp#156828|atk#4728|unCrit#280,pet_skill_9013
9013049,49,9013050,9013001,1#3563437|27#2167,27#25087|26#4100,hp#162429|atk#4809|unCrit#280,pet_skill_9013
9013050,50,0,9013001,,27#27254|26#4100,hp#168030|atk#4890|unCrit#300,pet_skill_9013
9014001,1,9014002,9014001,1#1606833|27#241,27#0|26#8300,hp#3360|atk#146|spd#4,pet_skill_9014
9014002,2,9014003,9014001,1#1685215|27#246,27#241|26#8300,hp#6720|atk#292|spd#4,pet_skill_9014
9014003,3,9014004,9014001,1#1725339|27#252,27#487|26#8300,hp#10080|atk#438|spd#4,pet_skill_9014
9014004,4,9014005,9014001,1#1806521|27#258,27#739|26#8300,hp#13440|atk#584|spd#8,pet_skill_9014
9014005,5,9014006,9014001,1#1847578|27#264,27#997|26#8300,hp#16800|atk#730|spd#8,pet_skill_9014
9014006,6,9014007,9014001,1#1888635|27#269,27#1261|26#8300,hp#20160|atk#876|spd#8,pet_skill_9014
9014007,7,9014008,9014001,1#1973549|27#276,27#1530|26#8300,hp#23520|atk#1022|spd#12,pet_skill_9014
9014008,8,9014009,9014001,1#2015540|27#281,27#1806|26#8300,hp#26880|atk#1168|spd#12,pet_skill_9014
9014009,9,9014010,9014001,1#2103253|27#287,27#2087|26#8300,hp#30240|atk#1314|spd#12,pet_skill_9014
9014010,10,9014011,9014001,1#2146176|27#292,27#2374|26#8300,hp#33600|atk#1460|spd#16,pet_skill_9014
9014011,11,9014012,9014001,1#2189100|27#299,27#2666|26#8300,hp#36960|atk#1606|spd#16,pet_skill_9014
9014012,12,9014013,9014001,1#2280546|27#304,27#2965|26#8300,hp#40320|atk#1752|spd#16,pet_skill_9014
9014013,13,9014014,9014001,1#2324402|27#310,27#3269|26#8300,hp#43680|atk#1898|spd#20,pet_skill_9014
9014014,14,9014015,9014001,1#2418648|27#316,27#3579|26#8300,hp#47040|atk#2044|spd#20,pet_skill_9014
9014015,15,9014016,9014001,1#2463437|27#322,27#3895|26#8300,hp#50400|atk#2190|spd#20,pet_skill_9014
9014016,16,9014017,9014001,1#2508227|27#327,27#4217|26#8300,hp#53760|atk#2336|spd#24,pet_skill_9014
9014017,17,9014018,9014001,1#2606205|27#334,27#4544|26#8300,hp#57120|atk#2482|spd#24,pet_skill_9014
9014018,18,9014019,9014001,1#2651928|27#339,27#4878|26#8300,hp#60480|atk#2628|spd#24,pet_skill_9014
9014019,19,9014020,9014001,1#2752704|27#345,27#5217|26#8300,hp#63840|atk#2774|spd#28,pet_skill_9014
9014020,20,9014021,9014001,1#2799360|27#351,27#5562|26#8300,hp#67200|atk#2920|spd#28,pet_skill_9014
9014021,21,9014022,9014001,1#2846016|27#357,27#5913|26#8300,hp#70560|atk#3066|spd#28,pet_skill_9014
9014022,22,9014023,9014001,1#2950526|27#362,27#6270|26#8300,hp#73920|atk#3212|spd#32,pet_skill_9014
9014023,23,9014024,9014001,1#2998115|27#369,27#6632|26#8300,hp#77280|atk#3358|spd#32,pet_skill_9014
9014024,24,9014025,9014001,1#3105424|27#374,27#7001|26#8300,hp#80640|atk#3504|spd#32,pet_skill_9014
9014025,25,9014026,9014001,1#3153946|27#380,27#7375|26#8300,hp#84000|atk#3650|spd#36,pet_skill_9014
9014026,26,9014027,9014001,1#3202468|27#387,27#7755|26#8300,hp#87360|atk#3796|spd#36,pet_skill_9014
9014027,27,9014028,9014001,1#3313510|27#392,27#8142|26#8300,hp#90720|atk#3942|spd#36,pet_skill_9014
9014028,28,9014029,9014001,1#3362965|27#397,27#8534|26#8300,hp#94080|atk#4088|spd#40,pet_skill_9014
9014029,29,9014030,9014001,1#3476806|27#404,27#8931|26#8300,hp#97440|atk#4234|spd#40,pet_skill_9014
9014030,30,9014031,9014001,1#3544806|27#444,27#9335|26#8300,hp#100800|atk#4380|spd#40,pet_skill_9014
9014031,31,9014032,9014001,1#3612806|27#488,27#9779|26#8300,hp#110880|atk#4489|spd#41,pet_skill_9014
9014032,32,9014033,9014001,1#3680806|27#537,27#10267|26#8300,hp#120960|atk#4598|spd#42,pet_skill_9014
9014033,33,9014034,9014001,1#3748806|27#591,27#10804|26#8300,hp#131040|atk#4707|spd#43,pet_skill_9014
9014034,34,9014035,9014001,1#3816806|27#650,27#11395|26#8300,hp#141120|atk#4816|spd#44,pet_skill_9014
9014035,35,9014036,9014001,1#3884806|27#715,27#12045|26#8300,hp#151200|atk#4925|spd#45,pet_skill_9014
9014036,36,9014037,9014001,1#3952806|27#787,27#12760|26#8300,hp#161280|atk#5034|spd#46,pet_skill_9014
9014037,37,9014038,9014001,1#4020806|27#866,27#13547|26#8300,hp#171360|atk#5143|spd#47,pet_skill_9014
9014038,38,9014039,9014001,1#4088806|27#953,27#14413|26#8300,hp#181440|atk#5252|spd#48,pet_skill_9014
9014039,39,9014040,9014001,1#4156806|27#1048,27#15366|26#8300,hp#191520|atk#5361|spd#49,pet_skill_9014
9014040,40,9014041,9014001,1#4224806|27#1153,27#16414|26#8300,hp#201600|atk#5470|spd#50,pet_skill_9014
9014041,41,9014042,9014001,1#4292806|27#1268,27#17567|26#8300,hp#211680|atk#5579|spd#51,pet_skill_9014
9014042,42,9014043,9014001,1#4360806|27#1395,27#18835|26#8300,hp#221760|atk#5688|spd#52,pet_skill_9014
9014043,43,9014044,9014001,1#4428806|27#1535,27#20230|26#8300,hp#231840|atk#5797|spd#53,pet_skill_9014
9014044,44,9014045,9014001,1#4496806|27#1689,27#21765|26#8300,hp#241920|atk#5906|spd#54,pet_skill_9014
9014045,45,9014046,9014001,1#4564806|27#1858,27#23454|26#8300,hp#252000|atk#6015|spd#55,pet_skill_9014
9014046,46,9014047,9014001,1#4632806|27#2044,27#25312|26#8300,hp#262080|atk#6124|spd#56,pet_skill_9014
9014047,47,9014048,9014001,1#4700806|27#2248,27#27356|26#8300,hp#272160|atk#6233|spd#57,pet_skill_9014
9014048,48,9014049,9014001,1#4768806|27#2473,27#29604|26#8300,hp#282240|atk#6342|spd#58,pet_skill_9014
9014049,49,9014050,9014001,1#4836806|27#2720,27#32077|26#8300,hp#292320|atk#6451|spd#59,pet_skill_9014
9014050,50,0,9014001,,27#34797|26#8300,hp#302400|atk#6560|spd#60,pet_skill_9014
